All Players Projections MLB Scoring Stats - Average									
Player	Action	Team	ERA	INN	K	S	W	WHIP	Rank
Armas, Tony SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2522
DePaula, Julio RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2525
Downs, Brodie RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2530
Klatt, Ryan RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2536
Tago, Peter SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2538
Guevara, Carlos RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2542
Miller, Ryne RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2545
Morris, Cory SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2546
Martin, Adrian RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2550
Warden, Jim Ed RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2551
Wild, Jacob RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2552
Trinidad, Polin SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2553
Brunet, Michael RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2556
Jan, Carlos RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2557
Periard, Alex SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2562
Ovalles, Juan RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2569
Holmberg, David SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2570
Finch, Brian SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2572
Mateo, Julio RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2573
Leek, Randy SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2574
Muessig, Jeff RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2576
Luis, Santo SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2585
De La Vara, Gilbert RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2586
Arnett, Eric SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2590
White, Bill RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2592
Garcia, Rosman RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2593
Asencio, Miguel RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2594
Delgado, Jesus RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2595
Prior, Mark SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2596
Brewer, Charles P ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2597
Parrott, Rhett RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2599
Ross, Joe P SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2604
Spurling, Chris RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2605
Ellis, Jordan P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2606
Seibel, Phil SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2609
Soto, Giovanni SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2610
Aguero, Ramon RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2611
Cherry, Rocky RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2613
Edell, Ryan SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2614
Dowdy, Justin RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2615
Rasmussen, Rob SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2616
Baumann, George P KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2618
Thomas, Jared RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2621
Akin, Brian RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2622
Braun, Ryan RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2624
Tyler, Scott SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2625
Roach, Donn P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2626
Osoria, Franquelis RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2627
Rasner, Jacob SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2630
Rincon, Ricardo RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2631
Gutierrez, Carlos RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2632
McDade, Neal RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2641
Startup, Will RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2642
Juarez, William RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2644
Jones, Mike RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2647
Smit, Kyle RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2648
Camacho, Eddie RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2649
Avilan, Luis P ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2651
Correa, Hector RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2652
Honel, Kris RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2653
Machi, Jean RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2658
Shackelford, Brian RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2659
Jimenez, Kelvin RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2660
Tanaka, Ryohei P BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2661
Cota, Luis SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2662
Lotzkar, Kyle SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2665
Hughes, Travis RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2666
Martin, Rafael RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2667
Salas, Juan RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2671
Ortegano, Jose SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2674
Peterson, Adam RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2675
King, Blake RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2678
Knapp, Jason SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2679
Dorman, Rich SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2680
Manzanillo, Santo RP MIL 	-	Free Agent	N/A	0.0	0	0	0	N/A	2682
James, Michael RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2684
DeVries, Cole SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2685
Sisk, Brandon RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2690
Michalak, Chris RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2694
Gayhart, Jared RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2695
Salmon, Brad RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2699
Cuevas, Jairo SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2700
Goocher, Clint RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2707
Schreiber, Zach RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2709
Melville, Timothy SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2712
Sampson, Keyvius SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2713
Gryboski, Kevin RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2723
Montero, Agustin RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2724
Buckwalter, Ross P TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2725
Martinez, Anastacio SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2727
Ramirez, J.C. SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2730
Graves, Danny RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2734
Gulin, Lindsay RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2739
Rodriguez, Ricardo SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2746
Papelbon, Jeremy RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2748
Lamb, John SP KC	-	User Abuser	N/A	0.0	0	0	0	N/A	2752
Collazo, Willie RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2755
Rowe, Steven RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2756
Anderson, Jason RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2770
Young, Corey P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2772
Starner, Nathan RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2777
Gogal, Jeffrey RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2784
Parker, Zach SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2785
Gronkiewicz, Lee RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2787
Reifer, Adam RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2789
Chen, Hung-Wen SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2791
Owens, Rudy SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2793
Villarreal, Pedro SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2795
Robertson, Tyler SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2802
Medina, Yoervis SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2803
Hertzler, Barry RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2810
Bynum, Mike RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2811
Brooks, Richard RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2814
Bowles, Brian RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2816
Regilio, Nick RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2818
Reina, Jesus SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2821
Meszaros, Daniel RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2822
Childers, Matt RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2823
Forystek, Brian RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2824
Cochran, Tom SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2825
Colome, Alexander SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2826
Massaro, Michael RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2831
Dohmann, Scott RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2833
Gonzalez, Marco RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2834
Smith, Dan B. RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2835
Hammes, Zach SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2836
Simonitsch, Errol SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2839
Schmoll, Steve RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2843
Lugo, Jose RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2845
Nannini, Mike RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2847
Cannon, Jon SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2849
Huisman, Justin RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2858
Nix, Michael RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2859
Gustafson, Timothy P ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2860
Trahern, Dallas SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2861
Johnson, Jeremy RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2862
Syndergaard, Noah SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2863
Skaggs, Tyler SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2865
Searles, Jonathan RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2866
Deago, Roger SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2868
Cali, Carmen RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2870
Britton, Drake SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2871
Woody, Abraham RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2872
Garcia, Angel RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2875
Wright, Chase SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2876
Smith, Jesse RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2881
Fish, Robert RP ATL 	-	Free Agent	N/A	0.0	0	0	0	N/A	2882
Bromberg, David SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2884
Bell, Rob RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2886
Hurley, Eric SP LAA 	-	Disco Bush Horticulturists	N/A	0.0	0	0	0	N/A	2892
Glant, Dustin RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2893
Garcia, Harvey RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2895
Chiavacci, Ron RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2898
Rust, Evan RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2904
Buglovsky, Christopher RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2905
Ballard, Mike SP BAL 	-	Free Agent	N/A	0.0	0	0	0	N/A	2908
Nevarez, Matt RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2910
Whitaker, Craig RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2911
Vaughan, Beau RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2914
Ginter, Matt SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2915
Rice, Scott RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2916
Brown, Brooks RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2920
Rivera, Mumba RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2927
Salazar, Danny SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2928
Mastny, Thomas RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2930
Songster, Jud RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2932
Moss, Damian RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2934
McKiernan, Eddie RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2936
Mattioni, Nick RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2937
Narron, Sam SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2938
Aumont, Phillippe SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2939
Meyers, Brad SP NYY 	-	Free Agent	N/A	0.0	0	0	0	N/A	2941
Dunn, Scott RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2942
Stewart, Scott E. RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2945
Hultzen, Danny SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2946
Henderson, Jim P MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2949
Rodriguez, Armando SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2953
Jones, Beau P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2955
Pelzer, Wynn SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2956
Maxwell, Blake RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2960
Jackson, Luke SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2965
Musser, Neal RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2966
Benitez, Armando RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2967
Diaz, Felix RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2978
Crawford, Tristan RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2981
Campusano, Ed RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2984
Perez, Martin SP TEX	-	User Abuser	N/A	0.0	0	0	0	N/A	2985
Biddle, Jesse SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2988
Bauer, Trevor SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2989
Hernandez, Fernando RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2993
Rogers, Brian A. RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2999
Turnbow, Derrick RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3000
Loux, Barret SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3004
Urquidez, Jason RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3008
Ray, Ronald RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3011
Vargas, Jose RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3012
Atlee, Thomas RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3015
Beam, T.J. RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3018
Haigwood, Dan SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3023
Wilkie, Josh RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3028
Bongiovanni, Vincent RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3030
Taylor, Andrew RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3033
Satterwhite, Cody SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3035
Pote, Lou RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3036
Smith, Travis SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3041
Shappi, A.J. RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3044
Christiani, Nick P CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3045
Felix, Francisco RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3049
Thompson, Mike SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3053
Gardner, Richie SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3055
Gray, Sonny P OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3056
Bateman, Joe RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3057
Moreno, Victor RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3058
Allie, Stetson SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	3060
Miller, Greg D. RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3063
Lorin, Brett SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3064
Hernandez, Orlando SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3066
Bierbrodt, Nick SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3069
Butto, Francisco RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3070
Province, Christopher RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3073
Cox, Bryson RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3074
Smith, Cody RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3077
Rueckel, Danny RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3080
Hoover, J.J. RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3081
De Los Santos, Miguel SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3083
Campbell, Brett B. RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3084
Gorgen, Matt RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3085
Dwyer, Chris SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3087
Ramirez, Elvin SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3090
Furnish, Brad RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3093
Lujan, John RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3095
Tata, Jordan SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3096
Lyman, Jeff RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3106
Core, Danny RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3108
Smith, Sean H. RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3109
Huber, Jon RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3116
Kopp, David RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3118
Miller, Shelby SP STL 	-	Shits & Giggles	N/A	0.0	0	0	0	N/A	3119
De Jong, Jordan RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3121
Hutchison, Drew P TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3123
Tucker, Glenn RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3127
Blair, Seth SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3131
Krebs, Joseph RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3139
Patterson, Scott RP SEA 	-	Free Agent	N/A	0.0	0	0	0	N/A	3140
Smith, Carlton RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	3141
Rodriguez, Wilmin RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3144
McNutt, Trey SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	3150
Fortunato, Bartolome RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3152
Tsao, Chin-Hui RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3153
Allison, Jeffrey SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3154
Anderson, Brian RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3155
Tomoro, Denny RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3160
Castellanos, Hugo RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3162
Rodriguez, Orlando RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3163
Hoffman, Matt P DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3164
Hutchinson, Trevor RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3166
Jukich, Ben SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3167
Norrick, Tyler RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	3168
Meyer, Matt RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3170
Clarke, Darren RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3171
Taubenheim, Ty SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3173
Garcia, Christian SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3174
Wise, Brendan RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3175
Figueroa, Pedro SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	3176
Muniz, Carlos RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	3180
Jamison, Neil RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3181
Mills, Adam RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	3183
Casilla, Jose RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3185
Crosby, Casey SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3187
Benjamin, Ramon SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3190
Chapman, Chance P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3191
Klein, Daniel P BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3192
Spottiswood, William RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	3195
Valentine, Joe RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	3200
Mateo, Juan SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3201
Cabral, Cesar RP NYY 	-	Free Agent	N/A	0.0	0	0	0	N/A	3202
Wagner, Ryan RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3203
Clemens, Paul SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3207
Reckling, Trevor RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3208
Hagerty, Luke RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3209
Watson, Sean RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3210
Arguello, Douglas SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3212
Claussen, Brandon SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3216
Berg, Jeremy P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	3217
Arguelles, Noel SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3221
Weiser, Keith SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	3226
Miller, Justin P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3227
Knotts, Gary RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3229
Miller, Jeff RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3231
Begg, Chris RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3232
Garcia, Anderson RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3233
Dittler, Jake SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	3234
Ungs, Nick SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	3237
Tracey, Sean RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	3238
Tovar, Angel RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3239
Huerta, Edgar RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	3240
Ortega, Jose RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	3242
Sierra, Eduardo RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	3243
Kelly, Casey SP SD	-	Shits & Giggles	N/A	0.0	0	0	0	N/A	3246
Shoemaker, Scott RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3249
Schmidt, Nick RP SD 	-	Free Agent	N/A	0.0	0	0	0	N/A	3250
Mullins, Ryan RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	3252
Matumoto, Jo RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3253
Barry, Kevin RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3254
Paredes, Edward RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3257
Bundy, Dylan SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	3259
Mason, Chris SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3261
Hines, Carlos RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	3263
Overholt, Patrick RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	3264
Suarez, Albert SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	3267
Sanchez, Aaron SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	3269
Laughter, Andrew RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3271
Lowey, Josh P ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	3272
Oldham, Thomas RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3273
Phelps, David SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	3274
Rall, Tim RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3277
Trolia, Aaron RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	3280
Liotta, Ray SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	3281
Hedrick, Justin RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	3282
Perez, Beltran SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	3283
Mendez, Roman SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	3284
Doyle, Terry SP MIN 	-	Free Agent	N/A	0.0	0	0	0	N/A	3285
