All Utility Players 3 Year Averages MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Value
Cust, Jack LF OAK 	Free Agent	293	46	71	39	12	0	20	53	72	121	0	1	0.2423	0.3902	0.4881	340
Punto, Nick SS MIN	Free Agent	423	56	109	84	19	5	1	33	45	72	16	6	0.2577	0.3263	0.3333	342
Scutaro, Marco SS TOR 	Sofa Kings	407	59	108	81	19	2	6	47	47	57	5	1	0.2654	0.3406	0.3661	344
Rivera, Juan L. LF ANA	Floaters and Sinkers	249	33	71	45	14	0	12	46	17	32	0	2	0.2851	0.3297	0.4859	345
Barfield, Josh 2B CLE	Free Agent	331	43	86	62	17	2	5	37	15	60	12	3	0.2598	0.2934	0.3686	346
Lo Duca, Paul C FLA	Free Agent	377	47	109	81	22	1	5	39	21	27	2	0	0.2891	0.3333	0.3926	348
Bautista, Jose A. 3B TOR	Free Agent	434	59	106	65	24	2	15	56	51	101	3	3	0.2442	0.3300	0.4124	350
Encarnacion, Juan RF STL	Free Agent	280	39	78	53	14	2	9	42	16	43	3	2	0.2786	0.3189	0.4393	352
Doumit, Ryan C PIT 	Floaters and Sinkers	277	40	79	47	21	1	10	39	20	52	1	1	0.2852	0.3453	0.4765	353
Milledge, Lastings CF PIT 	Free Agent	291	35	77	54	13	2	8	37	21	59	9	4	0.2646	0.3302	0.4055	354
Olivo, Miguel C KC 	Whiteness	396	41	99	61	21	2	15	53	10	103	4	2	0.2500	0.2743	0.4268	356
Guzman, Cristian SS WAS 	Lazy Pukes	251	36	80	58	14	4	4	23	13	26	3	2	0.3187	0.3545	0.4542	358
Votto, Joey 1B CIN 	Grape Apes	203	27	61	38	13	1	9	34	21	39	3	2	0.3005	0.3673	0.5074	361
Fontenot, Mike 2B CHC	Free Agent	238	37	70	45	17	2	6	34	28	47	4	2	0.2941	0.3704	0.4580	363
Gathright, Joey CF BAL 	Free Agent	297	43	77	68	8	1	0	27	27	50	17	7	0.2593	0.3293	0.2929	364
Kotchman, Casey 1B BOS	Free Agent	349	45	95	63	22	1	9	49	32	32	1	2	0.2722	0.3376	0.4183	365
DeWitt, Blake 2B LA	Free Agent	368	45	97	73	13	2	9	52	45	68	3	0	0.2636	0.3444	0.3832	366
Amezaga, Alfredo CF FLA 	Free Agent	348	43	91	70	12	6	3	27	29	48	14	7	0.2615	0.3220	0.3563	369
Lewis, Fred LF SF	Free Agent	212	40	61	42	11	4	4	20	23	53	9	3	0.2877	0.3586	0.4340	371
Lamb, Mike 3B MIL	Free Agent	313	46	88	61	16	3	8	39	29	44	1	2	0.2812	0.3391	0.4281	372
Burriss, Emmanuel SS SF	Free Agent	240	37	68	60	6	1	1	18	23	24	13	5	0.2833	0.3569	0.3292	374
Hatteberg, Scott 1B CIN	Free Agent	290	38	84	57	19	0	8	35	43	28	1	1	0.2897	0.3817	0.4379	378
Span, Denard RF MIN 	User Abuser	174	35	51	36	8	4	3	24	25	30	9	4	0.2931	0.3861	0.4368	379
Monroe, Craig DH PIT	Free Agent	365	55	86	47	22	1	16	60	26	94	1	2	0.2356	0.2854	0.4329	380
Michaels, Jason LF HOU	Free Agent	349	49	89	61	19	1	8	49	30	72	5	3	0.2550	0.3161	0.3840	382
German, Esteban 2B TEX 	Free Agent	281	41	79	56	16	5	2	31	34	50	8	4	0.2811	0.3645	0.3950	383
Catalanotto, Frank 1B MIL	Free Agent	339	45	95	60	26	2	7	40	33	34	1	2	0.2802	0.3543	0.4307	385
Harris, Willie LF WAS	Free Agent	252	44	64	43	12	4	5	25	31	49	12	6	0.2540	0.3403	0.3929	386
Miles, Aaron 2B CHC	Free Agent	406	51	117	94	17	3	3	31	29	40	2	2	0.2882	0.3349	0.3670	387
Stewart, Shannon LF TOR	Free Agent	308	38	87	71	10	1	5	28	28	32	6	2	0.2825	0.3441	0.3701	388
Hinske, Eric RF NYY	Free Agent	281	42	69	37	17	2	13	38	37	74	5	2	0.2456	0.3364	0.4591	391
Casey, Sean 1B BOS	Free Agent	350	34	102	76	22	0	4	43	30	37	1	1	0.2914	0.3523	0.3886	394
Johnson, Nick 1B FLA 	Free Agent	203	38	56	29	18	0	9	32	48	41	3	1	0.2759	0.4264	0.4975	395
Gload, Ross 1B FLA	Free Agent	288	35	83	61	16	2	4	35	15	31	4	2	0.2882	0.3236	0.3993	396
Floyd, Cliff DH SD 	Free Agent	287	39	76	51	14	1	10	43	31	54	2	0	0.2648	0.3476	0.4251	398
Young, Dmitri 1B WAS 	Free Agent	261	30	77	52	16	1	8	36	28	47	0	0	0.2950	0.3630	0.4559	399
Ankiel, Rick CF STL	Whiteness	195	32	53	30	10	1	12	37	18	47	1	0	0.2718	0.3364	0.5179	400
Kendall, Jason C MIL	Lazy Pukes	511	56	134	107	24	1	2	47	45	47	7	4	0.2622	0.3333	0.3249	404
Schumaker, Skip CF STL 	Free Agent	257	36	77	59	12	2	4	22	20	29	4	1	0.2996	0.3513	0.4086	405
Dukes, Elijah RF WAS 	Free Agent	230	38	54	30	10	2	12	32	42	62	8	4	0.2348	0.3597	0.4522	406
Harris, Brendan SS MIN	Free Agent	332	45	91	60	22	2	7	37	28	67	2	1	0.2741	0.3342	0.4157	407
Choo, Shin-Soo RF CLE	SA`s	164	32	49	28	13	2	6	31	21	44	3	2	0.2988	0.3810	0.5122	408
Kennedy, Adam 2B OAK	Want-a-be Ghetto All Stars	356	40	93	69	17	4	3	36	27	49	10	4	0.2612	0.3162	0.3567	411
Chavez, Endy RF SEA 	Free Agent	258	33	74	56	13	3	2	24	17	27	8	2	0.2868	0.3285	0.3837	413
Uribe, Juan 2B SF 	Free Agent	433	49	103	62	23	2	16	60	23	86	1	4	0.2379	0.2786	0.4111	416
Bourn, Michael CF HOU 	Floaters and Sinkers	198	29	47	39	4	2	2	12	17	45	20	4	0.2374	0.3009	0.3081	417
Betemit, Wilson 1B CHW	Free Agent	267	35	68	39	16	0	13	43	27	80	1	1	0.2547	0.3232	0.4607	419
Laird, Gerald C DET	Free Agent	331	49	86	57	21	1	7	37	22	73	4	2	0.2598	0.3092	0.3927	420
Gomes, Jonny LF CIN 	Free Agent	296	41	65	34	15	1	15	43	37	96	7	3	0.2196	0.3159	0.4291	425
Baldelli, Rocco DH BOS 	Free Agent	194	29	53	31	12	2	8	27	10	43	5	1	0.2732	0.3206	0.4794	427
Estrada, Johnny C WAS	Free Agent	303	28	86	62	17	0	7	43	9	29	0	0	0.2838	0.3063	0.4092	428
Murton, Matt LF COL 	Free Agent	253	36	71	50	13	1	7	31	24	38	2	1	0.2806	0.3464	0.4229	429
Paulino, Ronny C FLA 	Free Agent	339	34	94	72	16	0	6	43	26	61	1	1	0.2773	0.3288	0.3776	435
Francisco, Ben LF PHI	Free Agent	254	38	68	41	18	0	9	33	22	52	2	2	0.2677	0.3310	0.4449	436
Soto, Geovany C CHC	User Abuser	191	26	56	32	14	1	9	32	22	47	0	0	0.2932	0.3657	0.5183	437
Chavez, Eric 3B OAK 	Free Agent	305	42	74	43	17	1	13	44	41	65	2	1	0.2426	0.3295	0.4328	440
Norton, Greg LF ATL	Free Agent	228	34	62	41	12	0	9	34	35	56	1	2	0.2719	0.3698	0.4430	444
Davis, Rajai CF OAK	Evil Empire	139	21	36	27	6	2	1	9	10	24	17	5	0.2590	0.3158	0.3525	445
Broussard, Ben 1B CHW	Free Agent	251	32	68	48	10	0	10	33	16	58	1	0	0.2709	0.3199	0.4303	446
Snyder, Chris C ARI 	Free Agent	281	34	71	42	17	0	12	48	39	69	0	0	0.2527	0.3465	0.4413	449
Baker, John C FLA 	SA`s	197	32	59	40	14	0	5	32	30	48	0	0	0.2995	0.3922	0.4467	450
Suzuki, Kurt C OAK 	Evil Empire	372	40	100	74	19	0	7	40	34	54	1	2	0.2688	0.3389	0.3763	451
Kotsay, Mark CF CHW	Free Agent	370	41	98	68	23	2	5	43	32	40	3	3	0.2649	0.3227	0.3784	452
Gutierrez, Franklin RF SEA	SA`s	269	39	69	45	16	1	7	28	17	64	6	2	0.2565	0.3058	0.4015	454
Varitek, Jason C BOS	Free Agent	408	47	97	63	18	2	14	55	56	110	1	2	0.2377	0.3347	0.3946	457
Gonzalez, Edgar V. 2B SD 	Free Agent	325	38	89	67	15	0	7	33	25	76	1	3	0.2738	0.3286	0.3846	458
Dobbs, Greg 3B PHI 	Free Agent	192	26	55	35	12	2	6	33	13	37	2	1	0.2865	0.3317	0.4635	459
Sandoval, Pablo 1B SF 	Shits & Giggles	145	24	50	36	10	1	3	24	4	14	0	0	0.3448	0.3571	0.4897	460
Gross, Gabe RF TB	Free Agent	245	39	61	35	14	2	10	34	37	60	3	1	0.2490	0.3497	0.4449	461
Murphy, David RF TEX 	Free Agent	181	28	52	30	14	2	6	30	14	31	2	1	0.2873	0.3350	0.4862	462
Willits, Reggie LF ANA	Free Agent	194	36	53	45	8	0	0	14	34	40	11	4	0.2732	0.3810	0.3144	464
Barrett, Michael C TOR	Free Agent	271	31	73	48	15	1	9	34	20	38	1	1	0.2694	0.3209	0.4317	467
Mench, Kevin LF TOR	Free Agent	283	34	75	48	18	2	7	38	19	33	2	0	0.2650	0.3127	0.4170	473
Joyce, Matt OF TB	Free Agent	242	40	61	30	16	3	12	33	31	65	0	2	0.2521	0.3394	0.4917	475
Navarro, Dioner C TB	SA`s	361	39	94	68	18	1	7	42	33	56	2	2	0.2604	0.3233	0.3740	478
Bloomquist, Willie CF KC	Free Agent	196	32	52	47	3	1	1	12	20	35	12	4	0.2653	0.3379	0.3061	480
Giles, Marcus 2B PHI	Free Agent	323	46	80	56	17	2	5	33	35	62	7	3	0.2477	0.3251	0.3591	482
Keppinger, Jeff SS HOU 	Free Agent	253	32	73	55	14	1	3	28	20	14	2	1	0.2885	0.3430	0.3874	483
Dellucci, Dave LF TOR	Free Agent	259	36	66	39	15	3	9	35	23	59	2	2	0.2548	0.3265	0.4402	484
Taguchi, So LF CHC	Free Agent	238	37	64	48	13	1	2	23	21	31	7	2	0.2689	0.3346	0.3571	486
Shoppach, Kelly C CLE	Whiteness	208	33	54	29	15	0	10	34	18	78	0	0	0.2596	0.3290	0.4760	488
Coste, Chris C HOU	Free Agent	200	23	58	40	11	0	7	30	10	34	0	0	0.2900	0.3410	0.4500	490
Bard, Josh C WAS	Free Agent	272	28	77	52	19	1	5	36	33	42	0	0	0.2831	0.3604	0.4154	491
Barmes, Clint 2B COL	Whiteness	303	36	76	49	18	3	6	34	13	51	6	3	0.2508	0.2879	0.3894	493
Wilkerson, Brad B. RF BOS	Free Agent	307	44	69	39	15	2	13	45	38	97	3	3	0.2248	0.3105	0.4137	494
Duffy, Chris CF MIL	Free Agent	185	26	47	35	8	2	2	13	13	38	13	2	0.2541	0.3153	0.3514	495
Bowker, John 1B SF	Free Agent	326	31	83	56	14	3	10	43	19	74	1	1	0.2546	0.3000	0.4080	498
Crosby, Bobby SS OAK 	Free Agent	421	49	98	68	22	0	8	44	35	78	8	2	0.2328	0.2926	0.3420	499
Burke, Chris OF ATL	Free Agent	283	39	69	46	16	1	6	27	27	54	8	1	0.2438	0.3250	0.3710	500
Inglett, Joe 2B TOR	Free Agent	183	24	54	40	8	4	2	21	14	27	5	1	0.2951	0.3500	0.4153	502
Molina, Yadier C STL	Floaters and Sinkers	405	32	107	81	20	0	6	48	31	38	1	2	0.2642	0.3198	0.3580	503
Infante, Omar 3B ATL	Free Agent	236	35	67	47	14	3	3	27	15	39	2	1	0.2839	0.3281	0.4068	504
Gonzalez, Alex SS BOS 	Free Agent	260	34	69	43	17	1	8	35	15	47	0	0	0.2654	0.3121	0.4308	506
Helms, Wes 3B FLA	Free Agent	257	26	70	45	16	2	7	39	19	61	0	1	0.2724	0.3287	0.4319	507
Lind, Adam LF TOR 	Sofa Kings	225	30	61	40	13	1	7	31	12	45	1	1	0.2711	0.3083	0.4311	508
Mientkiewicz, Doug 1B LA 	Free Agent	255	33	71	48	18	1	4	32	32	34	1	0	0.2784	0.3618	0.4039	509
Zaun, Gregg C TB	Free Agent	289	37	72	45	18	0	9	41	43	45	1	1	0.2491	0.3462	0.4048	510
Cabrera, Asdrubal 2B CLE	Shits & Giggles	256	39	68	49	14	1	4	34	32	53	2	2	0.2656	0.3492	0.3750	511
Buck, Travis RF OAK	Free Agent	220	28	58	32	16	3	7	30	25	52	2	0	0.2636	0.3452	0.4591	517
Valentin, Jose 2B NYM	Free Agent	183	25	48	28	12	1	7	27	17	33	3	1	0.2623	0.3218	0.4536	521
Hairston, Jerry LF NYY 	Sofa Kings	197	31	50	35	11	1	3	21	16	31	8	2	0.2538	0.3165	0.3655	522
Castillo, Jose 3B WAS	Free Agent	388	39	97	64	24	2	7	42	22	76	3	2	0.2500	0.2933	0.3763	523
Baker, Jeff 2B CHC 	Free Agent	167	28	44	25	10	2	7	27	13	46	2	0	0.2635	0.3169	0.4731	524
Anderson, Marlon LF NYM	Free Agent	171	25	47	31	10	1	5	25	14	31	3	3	0.2749	0.3262	0.4327	525
Graffanino, Tony 2B CLE	Free Agent	229	34	60	40	14	1	5	30	23	37	2	2	0.2620	0.3359	0.3974	529
Pena, Wily Mo LF NYM	Free Agent	253	29	65	44	11	1	9	30	17	77	1	1	0.2569	0.3091	0.4150	530
Jones, Adam CF BAL 	User Abuser	205	28	54	38	9	3	4	23	10	50	5	2	0.2634	0.3045	0.3951	531
Boone, Aaron 1B HOU 	Free Agent	258	33	66	45	14	1	6	34	22	52	2	2	0.2558	0.3287	0.3876	536
Buck, John C KC 	Free Agent	363	42	84	49	21	1	13	49	33	91	0	2	0.2314	0.3064	0.4022	538
Easley, Damion 2B NYM	Free Agent	233	27	61	45	7	1	8	33	20	34	0	1	0.2618	0.3333	0.4034	539
Hopper, Norris LF WAS	Free Agent	132	20	42	36	5	1	0	7	10	14	6	3	0.3182	0.3681	0.3712	546
Torrealba, Yorvit C COL 	Free Agent	285	30	71	45	18	1	7	40	19	55	2	3	0.2491	0.3055	0.3930	551
Morgan, Nyjer LF WAS 	User Abuser	134	20	40	30	8	2	0	7	10	26	8	4	0.2985	0.3562	0.3881	552
Quinlan, Robb 3B ANA	Free Agent	192	21	54	42	7	1	4	21	12	28	3	2	0.2812	0.3285	0.3906	555
Barajas, Rod C TOR 	Free Agent	272	36	68	42	17	0	9	33	18	45	0	0	0.2500	0.3041	0.4118	556
Velez, Eugenio 2B SF 	Free Agent	143	18	38	26	8	4	0	16	8	22	10	3	0.2657	0.3046	0.3776	557
Saltalamacchia, Jarrod C TEX 	Sofa Kings	253	33	66	46	13	0	7	30	25	74	0	1	0.2609	0.3262	0.3953	558
Ensberg, Morgan 3B TB	Free Agent	248	40	57	35	10	0	12	34	48	62	0	2	0.2298	0.3545	0.4153	559
Izturis, Cesar SS BAL 	Free Agent	307	32	79	65	11	2	1	19	20	20	9	4	0.2573	0.3082	0.3160	560
Owens, Jerry CF SEA	Free Agent	127	16	34	30	3	1	0	6	9	23	12	3	0.2677	0.3212	0.3071	561
Ross, David C ATL	Free Agent	233	29	53	28	11	0	14	35	33	69	0	0	0.2275	0.3222	0.4549	564
Lowrie, Jed SS BOS 	Free Agent	260	34	67	37	25	3	2	46	35	68	1	0	0.2577	0.3388	0.4000	565
Cintron, Alex SS WAS	Free Agent	202	23	55	43	7	2	3	23	9	28	4	2	0.2723	0.3052	0.3713	566
Hairston, Scott CF OAK 	Grape Apes	201	27	50	26	13	2	9	23	18	48	2	0	0.2488	0.3122	0.4677	573
Branyan, Russell 3B SEA 	SA`s	179	28	40	19	8	0	13	27	27	67	1	0	0.2235	0.3286	0.4860	574
Raburn, Ryan LF DET	Free Agent	160	27	42	25	11	2	4	24	12	41	3	0	0.2625	0.3140	0.4313	576
Gardner, Brett CF NYY 	Free Agent	127	18	29	22	5	2	0	16	8	30	13	1	0.2283	0.2826	0.2992	581
Tyner, Jason LF DET	Free Agent	175	24	52	45	6	1	0	13	9	15	4	2	0.2971	0.3369	0.3429	582
Iannetta, Chris C COL	Want-a-be Ghetto All Stars	202	28	50	29	11	2	8	34	33	56	0	0	0.2475	0.3689	0.4406	584
Schneider, Brian C NYM 	Free Agent	384	31	96	74	16	0	6	49	45	59	1	1	0.2500	0.3287	0.3385	587
Blum, Geoff 3B HOU 	Free Agent	310	32	77	51	17	1	8	40	23	52	0	1	0.2484	0.3000	0.3871	588
Sweeney, Mike DH SEA 	Free Agent	203	21	54	35	13	0	6	28	17	28	1	0	0.2660	0.3319	0.4187	589
Mackowiak, Rob LF CLE	Free Agent	200	26	53	39	9	1	4	22	21	49	3	1	0.2650	0.3436	0.3800	591
Cairo, Miguel 1B PHI	Free Agent	206	27	51	37	12	2	0	23	14	29	9	2	0.2476	0.2991	0.3252	594
Murphy, Daniel LF NYM 	Free Agent	131	24	41	27	9	3	2	17	18	28	0	2	0.3130	0.3974	0.4733	597
Casilla, Alexi 2B MIN	Free Agent	193	25	50	41	7	0	2	20	14	25	6	1	0.2591	0.3095	0.3264	600
Cruz, Nelson R. RF TEX 	Evil Empire	184	23	46	29	9	1	7	27	15	49	2	2	0.2500	0.3085	0.4239	601
Upton, Justin RF ARI 	Disco Bush Horticulturists	248	34	60	34	14	4	8	26	32	79	2	2	0.2419	0.3310	0.4274	604
Redmond, Mike C MIN	Free Agent	193	19	59	48	11	0	0	24	9	17	0	0	0.3057	0.3462	0.3627	606
Gomez, Chris 3B BAL	Free Agent	179	20	54	44	9	0	1	19	10	22	1	1	0.3017	0.3403	0.3687	608
Gerut, Jody CF MIL 	Free Agent	109	15	32	21	5	1	5	14	9	17	2	1	0.2936	0.3475	0.4954	611
Cedeno, Ronny SS PIT 	Free Agent	275	31	68	51	11	2	4	27	13	56	5	3	0.2473	0.2828	0.3455	612
Barton, Daric 1B OAK	Free Agent	259	38	63	42	13	2	6	28	38	55	2	0	0.2432	0.3422	0.3784	615
Logan, Nook CF LA	Free Agent	138	17	38	29	7	2	0	10	8	35	8	2	0.2754	0.3129	0.3551	616
Flores, Jesus C WAS 	Lazy Pukes	240	22	60	40	14	0	6	42	14	63	0	1	0.2500	0.3000	0.3833	623
Johnson, Dan 1B TB	Free Agent	243	29	57	35	11	1	10	34	38	43	0	0	0.2346	0.3368	0.4115	626
Ward, Daryle 1B WAS	Free Agent	114	14	33	18	10	0	5	21	18	25	0	0	0.2895	0.3852	0.5088	629
Shealy, Ryan 1B KC	Free Agent	149	20	39	27	6	0	6	26	11	42	0	0	0.2617	0.3210	0.4228	631
Boggs, Brandon LF TEX	Free Agent	283	30	64	35	17	4	8	41	44	93	3	2	0.2261	0.3333	0.3993	633
Buscher, Brian 3B MIN	Free Agent	150	18	42	34	5	0	3	28	14	29	0	1	0.2800	0.3333	0.3733	634
Tolbert, Matt 3B MIN	Free Agent	113	18	32	23	6	3	0	6	7	19	7	1	0.2832	0.3223	0.3894	638
Erstad, Darin LF HOU	Free Agent	242	30	62	46	12	1	3	23	16	43	3	2	0.2562	0.3038	0.3512	639
Vazquez, Ramon 2B PIT	Free Agent	222	32	57	39	11	2	5	25	24	52	0	0	0.2568	0.3280	0.3919	640
Teagarden, Taylor C TEX	Free Agent	47	10	15	4	5	0	6	17	5	19	0	0	0.3191	0.3962	0.8085	641
Shelton, Chris 1B SEA	Free Agent	157	21	41	27	7	1	6	19	17	47	1	1	0.2611	0.3371	0.4331	643
Aybar, Willy 3B TB	Free Agent	189	22	50	32	12	1	5	21	20	27	1	1	0.2646	0.3443	0.4180	646
Valentin, Javier C NYM	Free Agent	186	18	50	33	12	0	5	26	15	27	0	0	0.2688	0.3202	0.4140	647
Aybar, Erick SS ANA	SA`s	193	25	51	40	8	2	1	20	8	28	4	2	0.2642	0.2990	0.3420	648
Tatis, Fernando LF NYM 	Free Agent	110	13	32	20	7	1	4	18	12	25	1	0	0.2909	0.3629	0.4818	649
Counsell, Craig 3B MIL 	Free Agent	301	39	71	53	13	2	3	23	39	45	7	4	0.2359	0.3333	0.3223	650
Pagan, Angel LF NYM 	Free Agent	136	20	35	22	8	2	3	17	12	26	4	1	0.2574	0.3133	0.4118	652
Cirillo, Jeff 3B ARI	Free Agent	152	19	44	31	10	1	2	17	13	17	1	0	0.2895	0.3473	0.4079	655
Sweeney, Ryan RF OAK 	Free Agent	155	20	42	32	7	1	2	18	14	26	3	1	0.2710	0.3314	0.3677	657
Kapler, Gabe CF TB 	Free Agent	120	19	34	22	8	1	3	17	9	18	1	1	0.2833	0.3385	0.4417	659
DaVanon, Jeff CF SD	Free Agent	103	17	28	19	5	2	2	14	14	23	4	2	0.2718	0.3529	0.4175	661
Ruiz, Carlos C PHI 	Free Agent	254	31	62	42	15	1	4	32	30	32	2	1	0.2441	0.3287	0.3583	662
Sullivan, Cory CF NYM	Free Agent	183	23	49	33	11	4	1	16	14	43	4	2	0.2678	0.3200	0.3880	663
Nixon, Trot RF MIL	Free Agent	241	30	62	44	14	0	4	28	37	41	0	1	0.2573	0.3569	0.3651	664
Mather, Joe LF STL	Free Agent	133	20	32	17	7	0	8	18	12	32	1	0	0.2406	0.3061	0.4737	666
Perez, Fernando OF TB 	Free Agent	60	18	15	10	2	0	3	8	8	16	5	0	0.2500	0.3478	0.4333	668
Hoffpauir, Micah OF CHC	Free Agent	73	14	25	15	8	0	2	8	6	24	1	0	0.3425	0.4000	0.5342	670
Headley, Chase LF SD 	Free Agent	174	18	46	31	10	1	4	19	16	54	2	0	0.2644	0.3351	0.4023	671
Castro, Ramon A. C CHW	Free Agent	138	17	35	21	7	0	7	22	13	38	0	0	0.2536	0.3203	0.4565	672
Redman, Tike CF BAL	Free Agent	66	12	21	15	4	1	1	8	2	9	4	0	0.3182	0.3382	0.4545	673
Prado, Martin 3B ATL 	User Abuser	110	15	34	24	7	2	1	15	10	14	1	0	0.3091	0.3636	0.4364	678
Barton, Brian LF ATL	Free Agent	153	23	41	28	9	2	2	13	19	39	3	1	0.2680	0.3543	0.3922	681
Stewart, Ian 3B COL 	User Abuser	154	18	39	21	11	1	6	25	16	56	0	0	0.2532	0.3391	0.4545	682
Phillips, Andy 3B CHW	Free Agent	170	23	44	32	7	1	4	21	11	32	1	2	0.2588	0.3060	0.3824	683
Gibbons, Jay LF FLA	Free Agent	204	21	52	34	12	0	6	25	16	33	0	0	0.2549	0.3108	0.4020	684
Montanez, Lou LF BAL 	Free Agent	112	18	33	23	6	1	3	14	4	20	0	0	0.2946	0.3162	0.4464	686
Blanco, Gregor LF ATL	Free Agent	215	26	54	45	7	2	0	19	37	50	6	2	0.2512	0.3658	0.3023	687
Clark, Tony 1B ARI	Free Agent	168	19	38	24	5	0	9	30	22	51	0	0	0.2262	0.3177	0.4167	690
Fields, Josh D. 3B CHW	Free Agent	142	20	33	18	7	0	8	24	14	50	0	0	0.2324	0.2994	0.4507	693
Salazar, Oscar 1B SD 	Free Agent	81	13	23	15	3	0	5	15	12	13	0	1	0.2840	0.3723	0.5062	694
Phelps, Josh 1B SF	Free Agent	96	12	28	19	4	1	4	16	11	26	0	0	0.2917	0.3761	0.4792	695
Anderson, Josh CF KC	Free Agent	68	10	21	17	3	0	1	8	4	13	4	1	0.3088	0.3562	0.3971	696
Ozuna, Pablo 2B PHI	Free Agent	121	15	35	27	6	1	1	10	4	11	3	3	0.2893	0.3228	0.3802	698
Metcalf, Travis 3B KC	Free Agent	108	18	27	14	7	0	6	18	8	26	0	0	0.2500	0.2966	0.4815	704
Dickerson, Chris LF CIN 	Free Agent	51	10	16	8	4	1	3	8	8	18	2	2	0.3137	0.4167	0.6078	707
Ryan, Brendan SS STL	Free Agent	126	20	33	26	6	0	1	7	10	17	5	1	0.2619	0.3212	0.3333	709
Abercrombie, Reggie LF HOU	Free Agent	129	22	29	18	7	1	3	11	7	41	6	3	0.2248	0.2734	0.3643	710
Luna, Hector 3B LA	Free Agent	131	15	36	26	7	1	2	14	10	23	2	2	0.2748	0.3287	0.3893	711
Bruntlett, Eric SS PHI	Free Agent	156	21	38	30	7	0	1	13	18	28	6	2	0.2436	0.3295	0.3077	712
Bynum, Freddie SS WAS	Free Agent	115	18	27	17	5	3	2	10	5	35	6	3	0.2348	0.2727	0.3826	716
McDonald, John SS TOR	Free Agent	258	29	60	44	12	2	2	24	12	38	6	2	0.2326	0.2701	0.3178	718
Everett, Adam SS DET 	Free Agent	287	30	67	46	15	3	3	31	20	39	4	3	0.2334	0.2853	0.3380	724
Christian, Justin LF BAL	Free Agent	40	6	10	7	3	0	0	6	3	4	7	1	0.2500	0.3023	0.3250	730
Rivera, Mike C MIL	Free Agent	72	9	20	12	5	0	3	14	6	11	1	0	0.2778	0.3375	0.4722	732
Kielty, Bobby LF NYM	Free Agent	119	15	31	20	8	0	3	16	10	25	1	0	0.2605	0.3182	0.4034	735
Cabrera, Jolbert OF BAL	Free Agent	115	17	29	19	6	1	3	12	8	29	2	0	0.2522	0.3095	0.4000	743
Wilson, Craig A. RF SEA	Free Agent	139	20	33	20	6	1	6	17	12	49	0	0	0.2374	0.3097	0.4245	744
Larish, Jeff DH DET	Free Agent	104	12	27	19	6	0	2	16	7	34	2	2	0.2596	0.3063	0.3750	745
Anderson, Brian N. CF BOS	Free Agent	188	24	42	25	12	0	5	20	14	47	3	3	0.2234	0.2829	0.3670	751
Snider, Travis OF TOR	Sofa Kings	73	9	22	14	6	0	2	13	5	23	0	0	0.3014	0.3375	0.4658	753
Clark, Brady CF NYM	Free Agent	177	21	46	38	6	1	1	14	19	27	2	2	0.2599	0.3448	0.3220	757
Gotay, Ruben 3B PIT	Free Agent	97	12	27	19	6	0	2	11	10	25	1	1	0.2784	0.3458	0.4021	759
Pearce, Steve RF PIT	Free Agent	88	10	24	16	6	0	2	10	5	17	2	0	0.2727	0.3229	0.4091	760
Montero, Miguel C ARI 	User Abuser	138	18	33	20	8	0	5	19	13	29	0	0	0.2391	0.3097	0.4058	762
Blanco, Henry C SD	Free Agent	138	14	36	25	7	1	3	18	7	24	0	0	0.2609	0.2945	0.3913	765
Cora, Alex SS NYM 	Free Agent	198	25	49	37	8	3	1	15	14	22	3	1	0.2475	0.3213	0.3333	767
Santiago, Ramon SS DET	Free Agent	90	16	24	18	4	1	1	9	8	14	2	0	0.2667	0.3465	0.3667	769
Cruz, Jose OF HOU	Free Agent	176	26	39	24	10	1	4	13	28	43	4	1	0.2216	0.3268	0.3580	770
Hundley, Nick C SD	Free Agent	198	21	47	34	7	1	5	24	11	52	0	0	0.2374	0.2778	0.3586	773
Ford, Lew LF CIN 	Free Agent	117	18	27	21	4	0	2	11	9	22	4	1	0.2308	0.2969	0.3162	776
Thomas, Clete LF DET 	Free Agent	116	7	33	22	9	1	1	9	14	26	2	0	0.2845	0.3664	0.4052	778
Alfonzo, Eliezer C SD	Free Agent	120	11	31	20	6	1	4	15	4	34	0	1	0.2583	0.2969	0.4250	782
Venable, Will CF SD 	Free Agent	110	16	29	21	4	2	2	10	13	21	1	1	0.2636	0.3387	0.3909	785
Maybin, Cameron CF FLA	Free Agent	40	8	12	10	2	0	0	2	3	14	4	0	0.3000	0.3488	0.3500	787
Burke, Jamie C SEA	Free Agent	102	14	29	22	6	0	1	10	6	12	0	1	0.2843	0.3364	0.3725	790
Reed, Jeremy CF NYM	Free Agent	172	20	42	29	8	2	3	16	10	24	1	2	0.2442	0.2865	0.3663	794
Casanova, Raul C NYM	Free Agent	67	8	18	12	2	0	4	8	6	14	0	0	0.2687	0.3243	0.4776	799
Koskie, Corey 3B CHC	Free Agent	86	10	22	10	8	0	4	11	10	19	0	1	0.2558	0.3402	0.4884	800
Thorman, Scott 1B KC	Free Agent	138	17	31	16	10	0	5	17	6	30	1	0	0.2246	0.2603	0.4058	803
Langerhans, Ryan LF SEA	Free Agent	212	30	46	30	9	2	5	21	35	68	2	1	0.2170	0.3320	0.3491	804
