All Players 3 Year Averages MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Value
Malone, Christopher RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1928
Acosta, Kelyn SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1932
Howard, Ben RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1934
Dials, Zachary P TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1935
Atkins, Mitch SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1937
Fahrner, Evan RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1943
Aldridge, Ryan RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1946
Cullen, Ryan RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1951
Roberts, Kevin RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1952
Bloom, Kyle SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1954
Jackson, Steven SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1959
Simons, Zach RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1960
Rohlicek, Russel RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1964
Ginley, Kyle SP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1978
Phillips, P.J. RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1987
Harben, Adam SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1989
Foppert, Jesse SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1991
Kiely, Timothy P ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1992
Bland, Nate RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1995
Valdez, Luis RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1998
Wear, Gregory RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1999
Walton, Sam RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2000
Kennard, Jeff RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2001
Martin, J.D. SP WAS  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2002
Perez, Sergio SP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2003
Harikkala, Tim RP OAK	Free Agent	1.7	0.5	0	0	0	0	0	0	1	0	4	10.80	2.40	2006
Peguero, Tony SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2007
Moreno, Anthony RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2015
Wechsler, Justin RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2020
Spiehs, R.D. RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2023
Gordon, Derrick P OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2025
Demark, Mike P SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2028
Burke, Erick RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2030
Wilkerson, George RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2031
Campbell, Matt RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2034
Smith, Mike RP CHC	Free Agent	1.0	0.3	0	0	0	0	0	0	0	1	2	9.00	3.00	2035
Bouknight, Kip SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2041
Gardner, Michael RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2042
Yates, Kyle RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2043
Herrera, Alex RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2049
Naylor, Drew SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2051
Schlereth, Daniel RP ARI 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2052
Drabek, Kyle SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2054
Roquet, Rocky RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2056
Embry, Byron RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2058
Bass, Adam RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2059
Barber, Scott RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2062
Moscoso, Guillermo SP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2063
Guttormson, Rick RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2065
Lopez, Wilton RP HOU 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2068
Diaz, Jose R. RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2070
Bush, Paul RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2071
Ely, John RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2073
Alexander, Mark RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2081
Cedeno, Juan RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2082
Kinney, Matt SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2084
Antonini, Michael P NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2088
Stamler, Keith RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2089
Parker, Jarrod SP ARI	Grape Apes	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2091
Ellis, Jonathon RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2095
Dunn, Michael SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2096
Gabino, Armando RP MIN 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2107
Vega, Marwin SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2113
Cova, Rafael SP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2114
Eckert, Harold RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2120
Mitchell, Andy RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2122
Nestor, Scott RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2124
Davidson, Daniel SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2128
Strasburg, Stephen SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2130
Pullin, Aaron RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2132
Latos, Mat SP SD   	Grape Apes	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2135
James, Craig RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2136
West, Sean SP FLA   	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2139
Todd, Jess RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2142
Bazzell, Shane RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2143
Rodriguez, Rafael RP ANA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2146
Petersen, Jeffrey RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2148
Housman, Jeff RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2149
Pomeranz, Stuart RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2151
Enright, Barry SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2153
Santos, Arthur RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2155
Merritt, Roydrick RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2157
Roark, Tanner RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2162
Fien, Casey RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2164
Ventura, Ronnie RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2165
Torres, Alex J. RP ANA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2172
Jung, Sung RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2173
Ellis, Joshua RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2175
Quezada, Jackson RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2177
Kelley, Shawn RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2178
Manship, Jeff SP MIN  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2179
Johnston, Andrew P COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2180
Rodriguez, Francisco P ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2182
Bibens-Dirkx, Austin RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2183
Lindblom, Joshua P LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2184
Ingram, Jesse RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2185
Childress, Daylan RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2186
Nall, T.J. RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2190
Bailey, Andrew SP OAK 	Whiteness	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2192
Hernandez, Gaby SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2194
Vaclavik, Justin RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2196
Vasquez, Carlos RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2197
Thompson, Sean SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2200
Cody, Christopher RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2201
Bostick, Adam SP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2202
Wolf, Ross RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2203
Valdez, Cesar SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2211
Steele, Mike RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2212
Turner, Jacob SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2217
Cyr, Eric RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2218
Mazone, Brian SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2219
Keefer, Ryan RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2220
Villacis, Eduardo E. RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2225
Adkins, James RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2230
Bryson, Robert RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2234
Waldrop, Kyle SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2235
Valdez, Jose A. P NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2236
Barrera, Henry RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2237
Zell, Danny P DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2240
Merricks, Matt RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2243
Tazawa, Junichi SP BOS  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2244
Valdez, Raul SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2245
Gracesqui, Franklyn RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2247
Estrada, Jesus RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2248
Schoening, Brent RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2249
Reed, Brian RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2254
James, Justin RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2255
Thorne, Jeremy RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2258
Mattheus, Ryan RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2261
Rivera, Oscar SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2263
Sullivan, Brad RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2265
Lo, Chia-Jen RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2270
Flannery, Michael RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2272
Flinn, Chris RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2273
Hernandez, Carlos E. SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2277
Garr, Brennan RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2279
Bright, Adam J. P COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2281
Alvarez, Abe SP BOS	Free Agent	1.0	0.0	0	0	0	0	0	0	1	1	2	9.00	3.00	2282
Moskos, Daniel SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2285
Cassel, Justin RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2287
Minix, Travis RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2291
Brownlie, Bobby SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2292
Hinton, Robert RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2295
Jones, Justin SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2300
Blanco, Ivan RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2301
Cox, J.B. RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2302
Wright, Matt SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2305
McNabb, Tim RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2306
Mejia, Jenrry SP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2307
Pino, Johan RP MIN 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2308
Perez, Oneli RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2310
Kometani, Paul RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2312
Adams, Mike T. RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2314
Schmidt, Joshua RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2315
Wordekemper, Eric RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2317
Stewart, Cory RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2320
Smith, Jordan SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2321
Stange, Daniel P ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2324
Porcello, Rick SP DET  	Disco Bush Horticulturists	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2327
Molldrem, Craig RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2331
Quezada, Elvys RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2332
Santiago, Jose RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2335
Castellanos, Jonathan RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2336
Mulvey, Kevin SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2337
Torra, Matthew SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2339
Miller, Adam SP CLE	Shits & Giggles	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2348
Woerman, Joe SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2349
Reid, Justin RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2352
Villalona, Bryan RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2356
Arakawa, Yusuke RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2360
Bright, Adam RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2362
Boothe, Robert RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2366
Withrow, Christopher SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2367
Orenduff, Justin SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2368
Pennington, Todd RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2371
Rouwenhorst, Jonathon RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2374
Batista, Kendy RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2378
Plexico, Gerald RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2379
Thorne, David RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2380
Aselton, Kyle RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2381
Sawatski, Jay RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2382
Bumstead, Mike RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2384
Ortega, Anthony SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2386
Pollok, Dwayne RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2387
Smoker, Josh RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2389
Redmond, Todd RP ATL 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2390
Wilkinson, Matthew RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2392
Wilhite, Matt RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2394
Bittner, Tim RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2397
Rohrbaugh, Robert SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2400
Arrieta, Jake SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2402
Squires, Matt RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2407
Ottavino, Adam SP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2411
Schlitter, Brian RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2414
Mateo, Marcos RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2418
Bonilla, Henry RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2421
Santiago, Tomas RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2423
Hamman, Corey RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2425
Darensbourg, Vic RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2429
Hughes, Dustin RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2430
Frieri, Ernesto RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2438
Bajenaru, Jeff RP ARI	Free Agent	0.3	0.0	0	0	0	0	0	0	0	0	1	27.00	3.00	2439
Mazzaro, Vin SP OAK  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2447
Muegge, Danny RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2448
Martinez, Edgar R. RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2449
French, Luke SP SEA   	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2452
Woodyard, Mark RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2453
Rakers, Aaron J. RP HOU	Free Agent	0.3	0.0	0	0	0	0	0	0	0	0	0	0.00	0.00	2454
Rodriguez, Jose A. RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2459
Baez, Federico RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2461
Barrett, Ricky RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2462
Burnside, Adrian RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2463
Belisario, Ronald RP LA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2464
Quinonez, Rudolph RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2467
Abraham, Paul RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2469
Ray, Bobby SP TOR 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2471
Tomey, Anthony P DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2478
Burnett, Alex RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2479
Vaquedano, Jose RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2480
Santeliz, Clevelan RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2481
Jackson, Kyle RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2488
Anderson, Craig SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2490
Silva, Walter RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2497
Hovis, Jonathan RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2498
Ni, Fu-Te SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2499
Darrow, Rudy RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2505
Cave, Kevin RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2510
Viola, Pedro RP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2513
Morlan, Eduardo RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2515
Zumwalt, Alec RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2518
Desgue, Fernando RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2519
Christensen, Danny SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2521
Salas, Fernando P STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2522
Slama, Anthony RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2527
Marceaux, Jacob SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2538
George, Chris C. SP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2539
McConnell, Sam RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2546
Horne, Alan SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2548
Saenz, Chris RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2550
Spoone, Chorye SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2551
Mortensen, Clayton SP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2559
Bush, Matt RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	2562
