All Relief Pitchers 3 Year Averages MLB Standard Stats
Player,Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Cruceta, Francisco RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lee, Chen-Chang RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jensen, George P TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bazzell, Shane RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Carter, Anthony RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ramirez, Ramon RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Corcoran, Roy RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Smith, Jesse RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fish, Robert RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Weathers, Casey RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Caminero, Arquimedes RP MIA "	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Petersen, Jeffrey RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Housman, Jeff RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Large, Terry RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Towers, Josh RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Timlin, Mike RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lamm, Mark P ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bell, Rob RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fiske, Justin RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Santos, Arthur RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Merritt, Roydrick RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Matos, Osiris RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Marbry, Michael P COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Roark, Tanner RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mackintosh, Jason RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ventura, Ronnie RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Garcia, Harvey RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Chiavacci, Ron RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Yourkin, Matt RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Olmsted, Michael RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stockman, Phil RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stowell, Bryce RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jung, Sung RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"DeBarr, Nick RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ellis, Josh RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bradley, Jed P MIL "	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Quezada, Jackson RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Yabuta, Yasuhiko RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Moran, Brian P SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rust, Evan RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Johnston, Andrew RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hayhurst, Dirk RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Buglovsky, Christopher RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sanchez, Angel RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bibens-Dirkx, Austin RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Childress, Daylan RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ingram, Jesse RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Quinowski, David RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Kenney, Michael RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Nevarez, Matt RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Carvajal, Marcos RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Whitaker, Craig RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Corey, Mark RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rhoderick, Kevin RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stark, Denny RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lebron, Luis RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Nall, T.J. RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Valiquette, Philippe RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Medina, Ruben P CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vaughan, Beau RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Montgomery, Mark P NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rice, Scott RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vasquez, Carlos RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vaclavik, Justin RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Woodall, Bryan P ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cody, Christopher RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stoffel, Jason RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Snyder, Kyle RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"De Leon, Jorge RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bennett, Jeff RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Arias, Wilkins RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ryu, Jae-Kuk RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Plummer, Jarod RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lopez, Arturo RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Falkenborg, Brian RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Dodson, Stephen RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Robertson, Connor RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Brown, Brooks RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hamulack, Tim RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Field, Nate RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Martinez, Michael RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Steele, Mike RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Harrington, Matt RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Aquino, Greg RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Reid, Ryan RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bradford, Chad RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Marshall, Evan RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rivera, Mumba RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hall, Bo RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cyr, Eric RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hurley, Trevor P TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hellweg, Johnny RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Keefer, Ryan RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mastny, Thomas RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Songster, Jud RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Zaleski, Matt RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Moss, Damian RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Woodard, Robert RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McKiernan, Eddie RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Villacis, Eduardo E. RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Moreno, Edwin RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Beltran, Francis RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mattioni, Nick RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Adkins, James RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"West, Matt RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bryson, Rob RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Walrond, Les RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Dunn, Scott RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Byrd, Darren P MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Valdez, Jose RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rosario, Francisco A. RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fogg, Josh RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Barrera, Henry RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Munter, Scott RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Harvey, Kris RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stewart, Scott E. RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jones, Beau P MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Merricks, Matt RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Arias, Alberto RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bazardo, Yorman RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Deschenes, Marc RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Friend, Justin RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gracesqui, Franklyn RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Maxwell, Blake RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Estrada, Jesus RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schoening, Brent RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Guardado, Eddie RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McCullers, Lance RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Paukovits, Bryan P KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Powell, Jeremy RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hill, Jeremy RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Reed, Brian RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Thorne, Jeremy RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Musser, Neal RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Benitez, Armando RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Walz, T.J. P OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bauer, Rick RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Serrano, Alex RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rondon, Bruce P DET "	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Birkins, Kurt RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lo, Chia-Jen RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pfeiffer, David P LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fernandes, Kyle P BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Flannery, Michael RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Flinn, Chris RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pena, Luis RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wood, Mike RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Garr, Brennan RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bright, Adam J. RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Diaz, Felix RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vasquez, Jorge RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Crawford, Tristan RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cassel, Justin RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Campusano, Ed RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Minix, Travis RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Oyervidez, Jose RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Perez, Wilfrido RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hinton, Robert RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Powers, Daniel RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Waddell, Jason RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Richard, Steven RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Benacka, Mike RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hernandez, Fernando RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Villafuerte, Brandon RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Blanco, Ivan RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Clark, Kirk P HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cox, J.B. RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Batista, Frank P CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Madden, Corey RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pino, Yohan RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McNabb, Tim RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Tufts, Tyler RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lara, Alexis RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Foster, John RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Perez, Oneli RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gissell, Chris RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rundles, Richard RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schmidt, Joshua RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Adams, Mike T. RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wordekemper, Eric RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rogers, Brian A. RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stewart, Cory RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schroder, Chris RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Asadoorian, Rick RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Carter, Lance RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Murphy, Bill RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Urquidez, Jason RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Freed, Mark RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Tavarez, Julian RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ray, Ronald RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hatley, Marcus P CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Torres, Joe RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Snyder, Jason RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vargas, Jose RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shouse, Brian RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Corley, Tyson RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Englebrook, Evan RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Quezada, Elvys RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Molldrem, Craig RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"de los Santos, Richard RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Reed, Evan RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Randolph, Stephen RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Atlee, Thomas RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cooney, Brandon P BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Santiago, Jose RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Castellanos, Jonathan RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Beam, T.J. RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Boleska, Tom P MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Scherer, Matt RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wilkie, Josh RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Speier, Ryan RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fraser, Ryan P NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bongiovanni, Vincent RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Knigge, Tyler RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Reid, Justin RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mosebach, Bobby RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pote, Lou RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Villalona, Bryan RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Corcoran, Tim RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Loop, Derrick P PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hansen, Craig RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shappi, A.J. RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Arakawa, Yusuke RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Christiani, Nick P CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Adkins, Jon RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bright, Adam RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Brocail, Doug RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Felix, Francisco RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Chaffee, Matt P ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gorski, Darin P NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Welker, Duke RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Percival, Troy RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Boothe, Robert RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hembree, Heath RP SF"	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bukvich, Ryan RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Doyne, Cory RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pennington, Todd RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Condrey, Clay RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Duke, Ryan P PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
